Foreign,English,seen,correct,wrong,known
兄さん,older brother,0,0,0,0
アイスクリーム,ice cream,0,0,0,0
安全,safety,0,0,0,0
合格,pass an exam,0,0,0,0
練習,practice,0,0,0,0
ピンク,pink,0,0,0,0
引き算,subtraction,0,0,0,0
足し算,addition,0,0,0,0
中学,junior high school,0,0,0,0
中学生,junior high school student,0,0,0,0
中学校,junior high school,0,0,0,0
小学生,schoolchildren,0,0,0,0
客,visitor,0,0,0,0
発表,announcement,0,0,0,0
若者,young person,0,0,0,0
企業,corporation,0,0,0,0
計画,plan,0,0,0,0
ロボット,robot,0,0,0,0
パソコン,personal computer,0,0,0,0
明らか,clear,0,0,0,0
工場,factory,0,0,0,0
代表,representative,0,0,0,0
能力,ability,0,0,0,0
運動,movement,0,0,0,0
要求,requirement,0,0,0,0
実行,practice,0,0,0,0
まとめる,gather together,0,0,0,0
残す,leave,0,0,0,0
言語,language,0,0,0,0
教育,education,0,0,0,0
同様,similar,0,0,0,0
当時,at that time,0,0,0,0
海外,overseas,0,0,0,0
映画,movie,0,0,0,0
帰国,return to one's country,0,0,0,0
遅れる,be late,0,0,0,0
移る,move,0,0,0,0
旅行,travel,0,0,0,0
マンション,apartment,0,0,0,0
育てる,bring up,0,0,0,0
明るい,bright,0,0,0,0
借りる,borrow,0,0,0,0
立てる,stand,0,0,0,0
アパート,apartment,0,0,0,0
長男,eldest son,0,0,0,0
黒い,black,0,0,0,0
受け取る,receive,0,0,0,0
渡す,carry across,0,0,0,0
グラフ,chart,0,0,0,0
ラジオ,radio,0,0,0,0
兄弟,sibling,0,0,0,0
運転手,driver,0,0,0,0
見送る,see someone off,0,0,0,0
おかしい,strange,0,0,0,0
荷物,baggage,0,0,0,0
貸す,lend,0,0,0,0
人形,doll,0,0,0,0
銀,silver,0,0,0,0
届ける,deliver,0,0,0,0
金持ち,wealthy person,0,0,0,0
ボール,ball,0,0,0,0
オートバイ,motorbike,0,0,0,0
習う,learn,0,0,0,0
左手,left hand,0,0,0,0
着物,clothes,0,0,0,0
映画館,movie theater,0,0,0,0
スイッチ,switch,0,0,0,0
テニス,tennis,0,0,0,0
おかしい,funny,0,0,0,0
真面目,serious,0,0,0,0
申し込む,apply,0,0,0,0
バイオリン,violin,0,0,0,0
配達,delivery,0,0,0,0
アルバム,album,0,0,0,0
スカート,skirt,0,0,0,0
物,thing,0,0,0,0
この間,the other day,0,0,0,0
ダンス,dance,0,0,0,0
パチンコ,pachinko,0,0,0,0
つまらない,boring,0,0,0,0
書き方,how to write,0,0,0,0
スチュワーデス,flight attendant,0,0,0,0
ワイシャツ,shirt,0,0,0,0
ブラウス,blouse,0,0,0,0
ステレオ,stereo,0,0,0,0
早口,fast talking,0,0,0,0
色々,in various ways,0,0,0,0
降ろす,unload,0,0,0,0
にこにこ,smile,0,0,0,0
アイロン,iron,0,0,0,0
イヤリング,earrings,0,0,0,0
ガールフレンド,girlfriend,0,0,0,0
どきどき,feel excited,0,0,0,0
一昨日,day before yesterday,0,0,0,0
ぺらぺら,fluently,0,0,0,0
エアメール,airmail,0,0,0,0
やけど,burn,0,0,0,0
大人しい,gentle,0,0,0,0
上がる,get nervous,0,0,0,0
空手,karate,0,0,0,0
金,gold,0,0,0,0
年上,older,0,0,0,0
昼過ぎ,early afternoon,0,0,0,0
結合,combination,0,0,0,0
私たち,we,0,0,0,0
教会,church,0,0,0,0
先月,last month,0,0,0,0
結果,result,0,0,0,0
果物,fruit,0,0,0,0
課題,task,0,0,0,0
課,section,0,0,0,0
表現,expression,0,0,0,0
立場,standpoint,0,0,0,0
おもちゃ,toy,0,0,0,0
乗り物,vehicle,0,0,0,0
自習,self-study,0,0,0,0
理由,reason,0,0,0,0
自由,freedom,0,0,0,0
変わる,change,0,0,0,0
信じる,believe,0,0,0,0
信号,signal,0,0,0,0
赤,red,0,0,0,0
頼む,ask,0,0,0,0
市民,citizens,0,0,0,0
決定,decision,0,0,0,0
報告,report,0,0,0,0
議員,legislator,0,0,0,0
会議,conference,0,0,0,0
発言,utterance,0,0,0,0
出席,attendance,0,0,0,0
コピー,copy,0,0,0,0
配る,hand out,0,0,0,0
昼前,in the morning,0,0,0,0
開発,development,0,0,0,0
対立,opposition,0,0,0,0
見方,view,0,0,0,0
反対,oppose,0,0,0,0
対する,face,0,0,0,0
よく,well,0,0,0,0
写す,copy,0,0,0,0
答え,answer,0,0,0,0
特に,specially,0,0,0,0
特急,super-express,0,0,0,0
特別,special,0,0,0,0
別々,separately,0,0,0,0
別れる,separate,0,0,0,0
一般,general,0,0,0,0
目的,object,0,0,0,0
産業,industry,0,0,0,0
普通,normal,0,0,0,0
並ぶ,line up,0,0,0,0
並べる,line up,0,0,0,0
ごちそう,feast,0,0,0,0
平和,peace,0,0,0,0
病院,hospital,0,0,0,0
入院,be hospitalized,0,0,0,0
お医者さん,doctor,0,0,0,0
歯ブラシ,toothbrush,0,0,0,0
教科書,textbook,0,0,0,0
亡くなる,die,0,0,0,0
昼間,daytime,0,0,0,0
疲れる,get tired,0,0,0,0
ふらふら,weak,0,0,0,0
禁煙,no smoking,0,0,0,0
酔っ払い,drunkard,0,0,0,0
酔っ払う,get drunk,0,0,0,0
もう,another,0,0,0,0
コップ,cup,0,0,0,0
危ない,dangerous,0,0,0,0
プラスチック,plastic,0,0,0,0
注目,attention,0,0,0,0
注文,order,0,0,0,0
意味,meaning,0,0,0,0
意見,opinion,0,0,0,0
個人,individual,0,0,0,0
注意,attention,0,0,0,0
用意,prepare,0,0,0,0
分かれる,be divided,0,0,0,0
確認,confirmation,0,0,0,0
機能,function,0,0,0,0
材料,material,0,0,0,0
動かす,move,0,0,0,0
基づく,be based on,0,0,0,0
基本,basis,0,0,0,0
準備,provide for,0,0,0,0
施設,facilities,0,0,0,0
説明,explanation,0,0,0,0
公開,opening,0,0,0,0
公園,park,0,0,0,0
動物園,zoo,0,0,0,0
チケット,ticket,0,0,0,0
デート,date,0,0,0,0
昼休み,noon recess,0,0,0,0
祭り,festival,0,0,0,0
国際,international,0,0,0,0
以上,not less than,0,0,0,0
飛行場,airport,0,0,0,0
ジェット機,jet airplane,0,0,0,0
航空便,airmail,0,0,0,0
最大,biggest,0,0,0,0
設計,design,0,0,0,0
遠く,great distance,0,0,0,0
下る,go down,0,0,0,0
船便,surface mail,0,0,0,0
船,ship,0,0,0,0
空港,airport,0,0,0,0
港,port,0,0,0,0
島,island,0,0,0,0
完成,completion,0,0,0,0
全体,whole,0,0,0,0
平成,Heisei era,0,0,0,0
成功,success,0,0,0,0
原因,cause,0,0,0,0
投資,investment,0,0,0,0
一定,constant,0,0,0,0
今後,after this,0,0,0,0
願う,wish,0,0,0,0
直接,directly,0,0,0,0
カード,card,0,0,0,0
よろしく,properly,0,0,0,0
正確,accurate,0,0,0,0
正しい,correct,0,0,0,0
遊び,play,0,0,0,0
正直,honest,0,0,0,0
異なる,differ,0,0,0,0
通常,common,0,0,0,0
技術,skill,0,0,0,0
非常に,very,0,0,0,0
強調,emphasis,0,0,0,0
良い,good,0,0,0,0
季節,season,0,0,0,0
調査,investigation,0,0,0,0
提供,offer,0,0,0,0
提案,proposition,0,0,0,0
案内,guide,0,0,0,0
連れて行く,take  along,0,0,0,0
連れて来る,bring,0,0,0,0
続ける,continue,0,0,0,0
さっき,some time ago,0,0,0,0
来週,next week,0,0,0,0
動き,movement,0,0,0,0
相談,consultation,0,0,0,0
医者,doctor,0,0,0,0
記者,journalist,0,0,0,0
毎晩,every evening,0,0,0,0
記録,record,0,0,0,0
テープ,tape,0,0,0,0
関する,concern,0,0,0,0
関連,connection,0,0,0,0
状況,state of affairs,0,0,0,0
状態,state,0,0,0,0
治る,be cured,0,0,0,0
政治,politics,0,0,0,0
政府,government,0,0,0,0
党,political party,0,0,0,0
政策,policy,0,0,0,0
選ぶ,choose,0,0,0,0
選手,representative athlete,0,0,0,0
彼ら,they,0,0,0,0
サッカー,soccer,0,0,0,0
バスケットボール,basketball,0,0,0,0
選挙,election,0,0,0,0
候補,candidacy,0,0,0,0
首相,prime minister,0,0,0,0
首都,capital,0,0,0,0
マフラー,scarf,0,0,0,0
当たる,hit,0,0,0,0
今朝,this morning,0,0,0,0
真っ赤,deep red,0,0,0,0
タオル,towel,0,0,0,0
改革,reform,0,0,0,0
革,leather,0,0,0,0
番組,program,0,0,0,0
録音,sound recording,0,0,0,0
組織,organization,0,0,0,0
進む,advance,0,0,0,0
科学,science,0,0,0,0
進学,advance to the next stage of education,0,0,0,0
大学院,graduate school,0,0,0,0
拡大,magnification,0,0,0,0
調べる,investigate,0,0,0,0
責任,responsibility,0,0,0,0
辞める,resign,0,0,0,0
辞書,dictionary,0,0,0,0
会社,company,0,0,0,0
大使館,embassy,0,0,0,0
地下鉄,subway,0,0,0,0
通勤,commuting,0,0,0,0
おじ,uncle,0,0,0,0
勤める,serve,0,0,0,0
事務所,office,0,0,0,0
事務室,office,0,0,0,0
従来,former,0,0,0,0
命令,command,0,0,0,0
従兄弟,cousin,0,0,0,0
成績,results,0,0,0,0
まあまあ,OK,0,0,0,0
情報,information,0,0,0,0
集める,collect,0,0,0,0
集まる,gather,0,0,0,0
各国,every country,0,0,0,0
正月,New Year,0,0,0,0
採用,employment,0,0,0,0
給料,salary,0,0,0,0
毎年,every year,0,0,0,0
卒業,graduation,0,0,0,0
高等学校,senior high school,0,0,0,0
受ける,receive,0,0,0,0
自動車,automobile,0,0,0,0
就職,finding employment,0,0,0,0
退院,discharge from a hospital,0,0,0,0
契約,contract,0,0,0,0
交渉,negotiation,0,0,0,0
関係,relation,0,0,0,0
スーパーマーケット,supermarket,0,0,0,0
参加,participation,0,0,0,0
増加,increase,0,0,0,0
加工,processing,0,0,0,0
いかが,how,0,0,0,0
比べる,compare,0,0,0,0
評価,evaluation,0,0,0,0
対象,target,0,0,0,0
修理,repair,0,0,0,0
乗り換える,change,0,0,0,0
トイレットペーパー,toilet paper,0,0,0,0
乗り換え,change,0,0,0,0
換える,exchange,0,0,0,0
着替える,change clothes,0,0,0,0
備える,provide for,0,0,0,0
破る,tear,0,0,0,0
破れる,tear,0,0,0,0
機械,machine,0,0,0,0
カメラ,camera,0,0,0,0
壊す,break,0,0,0,0
壊れる,break,0,0,0,0
立派,fine,0,0,0,0
管理,management,0,0,0,0
事件,affair,0,0,0,0
逮捕,arrest,0,0,0,0
戦争,war,0,0,0,0
捨てる,discard,0,0,0,0
スケート,skate,0,0,0,0
ボート,boat,0,0,0,0
電池,electric cell,0,0,0,0
深い,deep,0,0,0,0
深さ,depth,0,0,0,0
浅い,shallow,0,0,0,0
何か,something,0,0,0,0
割れる,crack,0,0,0,0
泳ぐ,swim,0,0,0,0
たくさん,in large quantity,0,0,0,0
流行る,be in fashion,0,0,0,0
先ず,first,0,0,0,0
洗う,wash,0,0,0,0
下着,underwear,0,0,0,0
洗面所,washroom,0,0,0,0
油,oil,0,0,0,0
沈む,sink,0,0,0,0
久しぶり,after a long time,0,0,0,0
氷,ice,0,0,0,0
冷える,cool down,0,0,0,0
冷やす,cool,0,0,0,0
冷める,cool off,0,0,0,0
凍る,freeze,0,0,0,0
故障,malfunction,0,0,0,0
セーター,sweater,0,0,0,0
冷蔵庫,refrigerator,0,0,0,0
涼しい,cool,0,0,0,0
ズボン,trousers,0,0,0,0
汚す,make dirty,0,0,0,0
汚れる,become dirty,0,0,0,0
景色,scenery,0,0,0,0
影響,influence,0,0,0,0
光る,shine,0,0,0,0
太る,grow fat,0,0,0,0
指,finger,0,0,0,0
西,west,0,0,0,0
ぎらぎら,dazzling,0,0,0,0
存在,existence,0,0,0,0
発見,discovery,0,0,0,0
きらきら,shining,0,0,0,0
星,star,0,0,0,0
昨夜,last night,0,0,0,0
回る,turn round,0,0,0,0
うまい,good at,0,0,0,0
野球,baseball,0,0,0,0
間,interval,0,0,0,0
雲,cloud,0,0,0,0
曇り,cloudiness,0,0,0,0
昨年,last year,0,0,0,0
研究,research,0,0,0,0
地震,earthquake,0,0,0,0
ガス,gas,0,0,0,0
震える,tremble,0,0,0,0
揺れる,shake,0,0,0,0
ぐらぐら,wobble,0,0,0,0
神社,Shinto shrine,0,0,0,0
秘密,secret,0,0,0,0
条件,condition,0,0,0,0
規則,rule,0,0,0,0
暑さ,heat,0,0,0,0
寒さ,coldness,0,0,0,0
年寄り,old person,0,0,0,0
世紀,century,0,0,0,0
建設,construction,0,0,0,0
中心,center,0,0,0,0
建物,building,0,0,0,0
建つ,be built,0,0,0,0
番地,lot number,0,0,0,0
構成,organization,0,0,0,0
構造,construction,0,0,0,0
渡る,cross,0,0,0,0
橋,bridge,0,0,0,0
ぶつかる,hit,0,0,0,0
柱,pillar,0,0,0,0
広さ,area,0,0,0,0
新聞,newspaper,0,0,0,0
位置,position,0,0,0,0
離婚,divorce,0,0,0,0
システム,system,0,0,0,0
バス停,bus stop,0,0,0,0
大会,mass meeting,0,0,0,0
周辺,environs,0,0,0,0
田んぼ,rice field,0,0,0,0
聞こえる,hear,0,0,0,0
黄色,yellow,0,0,0,0
横,side,0,0,0,0
横書き,horizontal writing,0,0,0,0
段階,stage,0,0,0,0
判断,judgment,0,0,0,0
基準,standard,0,0,0,0
断る,refuse,0,0,0,0
横断歩道,pedestrian crossing,0,0,0,0
大幅,drastically,0,0,0,0
年間,period of one year,0,0,0,0
訪れる,visit,0,0,0,0
訪ねる,visit,0,0,0,0
冷房,air conditioning,0,0,0,0
暖房,heating,0,0,0,0
文房具,stationery,0,0,0,0
メニュー,menu,0,0,0,0
諸国,various countries,0,0,0,0
対策,measure,0,0,0,0
もちろん,of course,0,0,0,0
宿題,homework,0,0,0,0
ランチ,lunch,0,0,0,0
増やす,increase,0,0,0,0
緑色,green,0,0,0,0
町,town,0,0,0,0
貿易,trade,0,0,0,0
輸入,import,0,0,0,0
輸出,export,0,0,0,0
指輪,ring,0,0,0,0
大切,important,0,0,0,0
往復,going and returning,0,0,0,0
復習,review,0,0,0,0
繰り返す,repeat,0,0,0,0
国内,domestic,0,0,0,0
広がる,spread out,0,0,0,0
他,others,0,0,0,0
グラス,glass,0,0,0,0
留学,studying abroad,0,0,0,0
停留所,stop,0,0,0,0
書留,registered mail,0,0,0,0
自然,nature,0,0,0,0
守る,protect,0,0,0,0
自然,natural,0,0,0,0
約束,promise,0,0,0,0
留守,not at home,0,0,0,0
主人,master,0,0,0,0
自宅,one's house,0,0,0,0
お宅,your home,0,0,0,0
大変,awful,0,0,0,0
交通事故,traffic accident,0,0,0,0
ベッド,bed,0,0,0,0
ぐっすり,soundly,0,0,0,0
昼寝,siesta,0,0,0,0
住宅,housing,0,0,0,0
静か,quiet,0,0,0,0
暇,free time,0,0,0,0
趣味,hobby,0,0,0,0
両方,both,0,0,0,0
両替,money changing,0,0,0,0
片道,one way,0,0,0,0
内側,inside,0,0,0,0
パトカー,police car,0,0,0,0
向こう側,other side,0,0,0,0
外側,exterior,0,0,0,0
左側,left side,0,0,0,0
右側,right side,0,0,0,0
裏,rear,0,0,0,0
裏返す,turn over,0,0,0,0
週刊誌,weekly magazine,0,0,0,0
朝刊,morning edition,0,0,0,0
夕刊,evening edition,0,0,0,0
小説,novel,0,0,0,0
詳しい,detailed,0,0,0,0
細かい,minute,0,0,0,0
みかん,tangerine,0,0,0,0
細か,minute,0,0,0,0
積もる,accumulate,0,0,0,0
訳,translation,0,0,0,0
訳す,translate,0,0,0,0
検討,consideration,0,0,0,0
プログラム,program,0,0,0,0
付ける,attach,0,0,0,0
ナイロン,nylon,0,0,0,0
こちら,here,0,0,0,0
受け付ける,receive,0,0,0,0
片付ける,put in order,0,0,0,0
受付,receptionist,0,0,0,0
近付く,approach,0,0,0,0
リボン,ribbon,0,0,0,0
片付く,be put in order,0,0,0,0
気を付ける,take care of,0,0,0,0
記念日,memorial day,0,0,0,0
残念,regretful,0,0,0,0
行き,going,0,0,0,0
具体的,concrete,0,0,0,0
例えば,for example,0,0,0,0
例文,illustrative sentence,0,0,0,0
例,example,0,0,0,0
余る,remain over,0,0,0,0
除く,rid of,0,0,0,0
削る,grind down,0,0,0,0
やはり,as expected,0,0,0,0
遅刻,tardiness,0,0,0,0
緩い,slack,0,0,0,0
数字,figure,0,0,0,0
苦しい,painful,0,0,0,0
苦い,bitter,0,0,0,0
苦手,poor at,0,0,0,0
困る,be at a loss,0,0,0,0
貧乏,poverty,0,0,0,0
ジュース,juice,0,0,0,0
不幸,unhappiness,0,0,0,0
幸せ,happiness,0,0,0,0
加える,add,0,0,0,0
少々,a little,0,0,0,0
塩,salt,0,0,0,0
塩辛い,salty,0,0,0,0
ちょっと,just a moment,0,0,0,0
砂糖,sugar,0,0,0,0
規模,scale,0,0,0,0
農業,agriculture,0,0,0,0
濃い,thick,0,0,0,0
薄い,thin,0,0,0,0
味,taste,0,0,0,0
厚い,thick,0,0,0,0
迫る,press,0,0,0,0
ゴム,elastic,0,0,0,0
業者,businessman,0,0,0,0
越える,go over,0,0,0,0
引っ越し,moving,0,0,0,0
追い越す,outrun,0,0,0,0
上昇,ascension,0,0,0,0
確か,for sure,0,0,0,0
改札口,ticket barrier,0,0,0,0
失礼,impoliteness,0,0,0,0
お礼,thanks,0,0,0,0
どなた,who,0,0,0,0
謝る,apologize,0,0,0,0
注射,injection,0,0,0,0
社員,staff member,0,0,0,0
誘う,invite,0,0,0,0
導入,introduction,0,0,0,0
努力,endeavor,0,0,0,0
当然,natural,0,0,0,0
めったに,rarely,0,0,0,0
独身,single life,0,0,0,0
家内,my wife,0,0,0,0
処理,management,0,0,0,0
紹介,introduction,0,0,0,0
招く,invite,0,0,0,0
ソース,sauce,0,0,0,0
招待,invitation,0,0,0,0
生まれる,be born,0,0,0,0
夫婦,husband and wife,0,0,0,0
ネックレス,necklace,0,0,0,0
二人,two persons,0,0,0,0
奥さん,married lady,0,0,0,0
年下,younger,0,0,0,0
競争,competition,0,0,0,0
方向,direction,0,0,0,0
見物,sightseeing,0,0,0,0
知らせる,let know,0,0,0,0
皆さん,everybody,0,0,0,0
皆様,everyone,0,0,0,0
経営,management,0,0,0,0
大統領,president,0,0,0,0
相手,opponent,0,0,0,0
未来,future,0,0,0,0
盗む,steal,0,0,0,0
誰か,someone,0,0,0,0
国籍,nationality,0,0,0,0
愛,love,0,0,0,0
可愛い,cute,0,0,0,0
着せる,dress,0,0,0,0
恋人,lover,0,0,0,0
プレゼント,present,0,0,0,0
誕生日,birthday,0,0,0,0
ケーキ,cake,0,0,0,0
祝日,holiday,0,0,0,0
お祝い,celebrate,0,0,0,0
実現,implementation,0,0,0,0
泣く,cry,0,0,0,0
涙,tear,0,0,0,0
こぼれる,spill,0,0,0,0
喜ぶ,be happy,0,0,0,0
恥ずかしい,shy,0,0,0,0
弁当,box lunch,0,0,0,0
高さ,height,0,0,0,0
登る,climb,0,0,0,0
看護婦,female nurse,0,0,0,0
訴える,sue,0,0,0,0
迷う,be perplexed,0,0,0,0
占める,occupy,0,0,0,0
ベルト,belt,0,0,0,0
迷惑,trouble,0,0,0,0
地域,region,0,0,0,0
活動,activity,0,0,0,0
住民,residents,0,0,0,0
危険,danger,0,0,0,0
政権,political power,0,0,0,0
贈る,offer,0,0,0,0
贈り物,present,0,0,0,0
与える,give,0,0,0,0
資金,funds,0,0,0,0
貯金,savings,0,0,0,0
毎月,every month,0,0,0,0
預かる,receive on deposit,0,0,0,0
分野,field,0,0,0,0
料理,cooking,0,0,0,0
得意,one's forte,0,0,0,0
ギター,guitar,0,0,0,0
理科,science,0,0,0,0
バレーボール,volleyball,0,0,0,0
燃える,burn,0,0,0,0
焼ける,burn,0,0,0,0
すき焼き,sukiyaki,0,0,0,0
肉,flesh,0,0,0,0
焼く,burn,0,0,0,0
乾杯,a toast,0,0,0,0
乾かす,dry,0,0,0,0
新幹線,Shinkansen,0,0,0,0
速さ,speed,0,0,0,0
行き,going,0,0,0,0
素晴らしい,splendid,0,0,0,0
家庭,home,0,0,0,0
花,flower,0,0,0,0
咲く,bloom,0,0,0,0
桜,cherry tree,0,0,0,0
吹く,blow,0,0,0,0
毎日,every day,0,0,0,0
海岸,seashore,0,0,0,0
あちこち,all over,0,0,0,0
植える,plant,0,0,0,0
庭,garden,0,0,0,0
屋根,roof,0,0,0,0
厚さ,thickness,0,0,0,0
黒板,blackboard,0,0,0,0
掲示板,notice board,0,0,0,0
チョーク,chalk,0,0,0,0
フォーク,fork,0,0,0,0
牛,cattle,0,0,0,0
草,grass,0,0,0,0
葉,leaf,0,0,0,0
絵葉書,picture postcard,0,0,0,0
葉書,postcard,0,0,0,0
警察,police,0,0,0,0
どうぞ,please,0,0,0,0
タクシー,taxi,0,0,0,0
親しい,intimate,0,0,0,0
救急車,ambulance,0,0,0,0
ウェートレス,waitress,0,0,0,0
吸う,inhale,0,0,0,0
たばこ,tobacco,0,0,0,0
普及,diffusion,0,0,0,0
手術,surgical operation,0,0,0,0
効果,effect,0,0,0,0
胃,stomach,0,0,0,0
割る,divide,0,0,0,0
皿,plate,0,0,0,0
血,blood,0,0,0,0
内容,contents,0,0,0,0
会談,conversation,0,0,0,0
背景,background,0,0,0,0
実際,truth,0,0,0,0
かゆい,itchy,0,0,0,0
滑る,slide,0,0,0,0
骨,bone,0,0,0,0
健康,healthy,0,0,0,0
水泳,swimming,0,0,0,0
珍しい,rare,0,0,0,0
ビデオ,video,0,0,0,0
撮る,photograph,0,0,0,0
国会,National Diet,0,0,0,0
再び,again,0,0,0,0
再来年,the year after next,0,0,0,0
再来月,the month after next,0,0,0,0
再来週,the week after next,0,0,0,0
放送,broadcasting,0,0,0,0
装置,equipment,0,0,0,0
仮名,kana,0,0,0,0
送り仮名,kana suffix,0,0,0,0
悲しむ,feel sad,0,0,0,0
あまり,much,0,0,0,0
流れる,flow,0,0,0,0
ビール,beer,0,0,0,0
美術館,art museum,0,0,0,0
美人,beautiful woman,0,0,0,0
すいか,watermelon,0,0,0,0
博物館,museum,0,0,0,0
ハム,ham,0,0,0,0
開催,holding,0,0,0,0
特徴,distinctive feature,0,0,0,0
今回,this time,0,0,0,0
許す,permit,0,0,0,0
免許証,license,0,0,0,0
述べる,state orally,0,0,0,0
食事,meal,0,0,0,0
代わる,substitute,0,0,0,0
固い,stiff,0,0,0,0
厳しい,strict,0,0,0,0
教師,teacher,0,0,0,0
進める,advance,0,0,0,0
設ける,set up,0,0,0,0
実験,experiment,0,0,0,0
教授,professor,0,0,0,0
間に合う,be in time,0,0,0,0
伝える,convey,0,0,0,0
忙しい,busy,0,0,0,0
逃げる,escape,0,0,0,0
鳥,bird,0,0,0,0
鳴る,sound,0,0,0,0
鳴く,cry,0,0,0,0
目覚まし時計,alarm clock,0,0,0,0
声,voice,0,0,0,0
テープレコーダー,tape recorder,0,0,0,0
卵,egg,0,0,0,0
やる,give,0,0,0,0
隣,neighboring house,0,0,0,0
振る,wave,0,0,0,0
助ける,help,0,0,0,0
駐車場,parking area,0,0,0,0
騒ぐ,make a racket,0,0,0,0
刺身,sashimi,0,0,0,0
激しい,violent,0,0,0,0
スリッパ,slippers,0,0,0,0
降る,fall,0,0,0,0
示す,show,0,0,0,0
歴史,history,0,0,0,0
驚く,be surprised,0,0,0,0
強さ,strength,0,0,0,0
停車,stoppage,0,0,0,0
木,tree,0,0,0,0
倒れる,fall over,0,0,0,0
倒す,bring down,0,0,0,0
傾向,tendency,0,0,0,0
急,urgent,0,0,0,0
よろしい,all right,0,0,0,0
柔道,judo,0,0,0,0
柔らか,soft,0,0,0,0
主張,insistence,0,0,0,0
テント,tent,0,0,0,0
引っ張る,pull,0,0,0,0
消える,be extinguished,0,0,0,0
突き当たる,hit against,0,0,0,0
突き当たり,end of a street,0,0,0,0
文字,character,0,0,0,0
塗る,spread on,0,0,0,0
弾く,play on,0,0,0,0
地球,the Earth,0,0,0,0
丸い,round,0,0,0,0
丸,circle or sphere,0,0,0,0
攻撃,attack,0,0,0,0
消防車,fire engine,0,0,0,0
殺す,kill,0,0,0,0
嫌,dislike,0,0,0,0
歯医者,dentist,0,0,0,0
大嫌い,hate,0,0,0,0
ラッシュアワー,rush hour,0,0,0,0
にんじん,carrot,0,0,0,0
アクセサリー,accessories,0,0,0,0
大勢,large numbers,0,0,0,0
姿,figure,0,0,0,0
姿勢,posture,0,0,0,0
夢,dream,0,0,0,0
恐ろしい,terrible,0,0,0,0
怖い,fearful,0,0,0,0
孫,grandchild,0,0,0,0
木綿,cotton,0,0,0,0
偉い,great,0,0,0,0
爪,nail,0,0,0,0
奥,inner part,0,0,0,0
机,desk,0,0,0,0
貼る,stick,0,0,0,0
組み立てる,build,0,0,0,0
棚,cupboard,0,0,0,0
本棚,bookshelf,0,0,0,0
折れる,snap,0,0,0,0
用いる,use,0,0,0,0
商業,commerce,0,0,0,0
方針,course,0,0,0,0
糸,thread,0,0,0,0
釣る,angle,0,0,0,0
お釣り,change,0,0,0,0
預ける,deposit,0,0,0,0
無くす,lose,0,0,0,0
鍋,pan,0,0,0,0
うまい,delicious,0,0,0,0
こぼす,spill,0,0,0,0
寿司,sushi,0,0,0,0
夕飯,evening meal,0,0,0,0
昼食,lunch,0,0,0,0
シャワー,shower,0,0,0,0
ただ,free,0,0,0,0
泥棒,thief,0,0,0,0
沸かす,boil,0,0,0,0
やかん,kettle,0,0,0,0
乾く,dry,0,0,0,0
洗濯機,washing machine,0,0,0,0
洗濯,laundering,0,0,0,0
濡れる,get wet,0,0,0,0
喫茶店,coffee shop,0,0,0,0
怠ける,be lazy,0,0,0,0
一生懸命,for life,0,0,0,0
休憩,rest,0,0,0,0
天井,ceiling,0,0,0,0
納豆,natto,0,0,0,0
朝食,breakfast,0,0,0,0
まく,scatter,0,0,0,0
化粧,make up,0,0,0,0
畑,field,0,0,0,0
炊く,cook,0,0,0,0
自炊,cooking food for oneself,0,0,0,0
灰皿,ashtray,0,0,0,0
灰,ashes,0,0,0,0
灰色,ash color,0,0,0,0
西暦,Christian Era,0,0,0,0
伸びる,stretch,0,0,0,0
髪,hair,0,0,0,0
鏡,mirror,0,0,0,0
美容院,beauty shop,0,0,0,0
くし,comb,0,0,0,0
とんとん,tapping,0,0,0,0
舌,tongue,0,0,0,0
臭い,ill-smelling,0,0,0,0
匂い,smell,0,0,0,0
居る,be present,0,0,0,0
より,more,0,0,0,0
履く,put on footwear,0,0,0,0
戸,door,0,0,0,0
扇風機,electric fan,0,0,0,0
ドライブ,drive,0,0,0,0
豚,pig,0,0,0,0
豚肉,pork,0,0,0,0
鶏,chicken,0,0,0,0
刺す,stab,0,0,0,0
腕時計,wrist watch,0,0,0,0
分ける,divide into parts,0,0,0,0
半分,half,0,0,0,0
お菓子,sweets,0,0,0,0
お土産,souvenir,0,0,0,0
お辞儀,bow,0,0,0,0
寝坊,late riser,0,0,0,0
旗,flag,0,0,0,0
鉛筆,pencil,0,0,0,0
万年筆,fountain pen,0,0,0,0
箱,box,0,0,0,0
セロテープ,cellophane tape,0,0,0,0
下ろす,bring down,0,0,0,0
本箱,bookcase,0,0,0,0
ビニール,plastic bag,0,0,0,0
手袋,gloves,0,0,0,0
袋,bag,0,0,0,0
落とす,drop,0,0,0,0
拾う,pick up,0,0,0,0
ポケット,pocket,0,0,0,0
財布,purse,0,0,0,0
柔らかい,soft,0,0,0,0
毛布,blanket,0,0,0,0
押し入れ,closet,0,0,0,0
引き出し,drawer,0,0,0,0
中,inside,0,0,0,0
レシート,receipt,0,0,0,0
アイスコーヒー,iced coffee,0,0,0,0
小包,parcel,0,0,0,0
包む,wrap,0,0,0,0
飾る,decorate,0,0,0,0
手帳,pocketbook,0,0,0,0
電話帳,telephone book,0,0,0,0
牛乳,milk,0,0,0,0
玄関,entrance,0,0,0,0
ベル,bell,0,0,0,0
眼鏡,glasses,0,0,0,0
患者,patient,0,0,0,0
赤ちゃん,baby,0,0,0,0
