Foreign,English,seen,correct,wrong,known
陆lù,"land, continental",0,0,0,0
习xí,practice,0,0,0,0
置zhì,"place, lay out",0,0,0,0
居jū,"live, dwell, reside, sit",0,0,0,0
劳láo,"labor, toil, do manual work",0,0,0,0
财cái,"wealth, valuables, riches",0,0,0,0
环huán,jade ring or bracelet,0,0,0,0
排pái,"row, rank, line",0,0,0,0
福fú,"happiness, good fortune, blessing",0,0,0,0
纳nà,"admit, take, receive, accept",0,0,0,0
欢huān,"happy, pleased, glad",0,0,0,0
雷léi,thunder,0,0,0,0
警jǐng,"guard, watch",0,0,0,0
获huò,"obtain, get, receive",0,0,0,0
模mó,"model, standard, pattern",0,0,0,0
充chōng,"fill, be full, supply",0,0,0,0
负fù,"load, burden",0,0,0,0
云yún,"say, speak",0,0,0,0
停tíng,"stop, suspend, delay",0,0,0,0
木mù,tree,0,0,0,0
游yóu,to swim,0,0,0,0
龙lóng,dragon,0,0,0,0
树shù,tree,0,0,0,0
疑yí,"doubt, question, suspect",0,0,0,0
层céng,"storey, layer, floor, stratum",0,0,0,0
冷lěng,"cold, cool",0,0,0,0
洲zhōu,continent,0,0,0,0
冲chōng,soar,0,0,0,0
射shè,"shoot, eject, issue forth, emit",0,0,0,0
略lüè,"approximately, roughly",0,0,0,0
范fàn,surname,0,0,0,0
竟jìng,"finally, after all, at last",0,0,0,0
句jù,sentence,0,0,0,0
室shì,"room, home, house, chamber",0,0,0,0
异yì,"different, unusual, strange",0,0,0,0
激jī,"arouse, excite, incite",0,0,0,0
汉hàn,Chinese people,0,0,0,0
村cūn,"village, hamlet",0,0,0,0
哈hā,sound of laughter,0,0,0,0
策cè,"scheme, plan",0,0,0,0
演yǎn,"perform, put on",0,0,0,0
简jiǎn,"simple, terse, succinct, a letter",0,0,0,0
卡kǎ,"card, punch card",0,0,0,0
罪zuì,"crime, sin, vice",0,0,0,0
判pàn,judge,0,0,0,0
担dān,"carry, bear, undertake",0,0,0,0
州zhōu,"administrative division, state",0,0,0,0
静jìng,"quiet, still, motionless",0,0,0,0
退tuì,"step back, retreat, withdraw",0,0,0,0
既jì,already,0,0,0,0
衣yī,"clothes, clothing",0,0,0,0
您nín,,0,0,0,0
宗zōng,"lineage, ancestry",0,0,0,0
积jī,"accumulate, store up, amass",0,0,0,0
余yú,"I, my, me",0,0,0,0
痛tòng,"pain, ache",0,0,0,0
检jiǎn,check,0,0,0,0
差chà,to differ,0,0,0,0
富fù,"abundant, ample",0,0,0,0
灵líng,"spirit, soul",0,0,0,0
协xié,be united,0,0,0,0
角jiǎo,horn,0,0,0,0
占zhàn,divine,0,0,0,0
配pèi,"match, pair",0,0,0,0
征zhēng,"invade, attack, conquer",0,0,0,0
修xiū,study,0,0,0,0
皮pí,"skin, hide, fur, feather",0,0,0,0
挥huī,direct,0,0,0,0
胜shèng,victory,0,0,0,0
降jiàng,"descend, fall, drop",0,0,0,0
阶jiē,"stairs, steps",0,0,0,0
审shěn,"examine, investigate",0,0,0,0
沉chén,"sink, submerge",0,0,0,0
坚jiān,"hard, strong, firm",0,0,0,0
善shàn,"good, virtuous, charitable, kind",0,0,0,0
妈mā,"mother, mama",0,0,0,0
刘liú,surname,0,0,0,0
读dú,"read, study",0,0,0,0
啊a,exclamatory particle,0,0,0,0
超chāo,"jump over, leap over",0,0,0,0
免miǎn,spare,0,0,0,0
压yā,press,0,0,0,0
银yín,silver,0,0,0,0
买mǎi,"buy, purchase",0,0,0,0
皇huáng,"royal, imperial",0,0,0,0
养yǎng,"raise, rear, bring up",0,0,0,0
伊yī,third person pronoun,0,0,0,0
怀huái,"bosom, breast",0,0,0,0
执zhí,hold in hand,0,0,0,0
副fù,assist,0,0,0,0
乱luàn,"confusion, state of chaos, revolt",0,0,0,0
抗kàng,"resist, oppose, defy, reject",0,0,0,0
犯fàn,"commit crime, violate",0,0,0,0
追zhuī,"pursue, chase after",0,0,0,0
帮bāng,"help, assist",0,0,0,0
宣xuān,"declare, announce, proclaim",0,0,0,0
佛fú,Buddha,0,0,0,0
岁suì,year,0,0,0,0
航háng,sail,0,0,0,0
优yōu,"superior, excellent",0,0,0,0
怪guài,"strange, unusual, peculiar",0,0,0,0
香xiāng,"fragrant, sweet smelling, incense",0,0,0,0
著zhe,manifest,0,0,0,0
田tián,"field, arable land, cultivated",0,0,0,0
铁tiě,iron,0,0,0,0
控kòng,"accuse, charge",0,0,0,0
税shuì,taxes,0,0,0,0
左zuǒ,left,0,0,0,0
右yòu,right,0,0,0,0
份fèn,"portion, part",0,0,0,0
穿chuān,"penetrate, pierce, drill",0,0,0,0
艺yì,art,0,0,0,0
背bèi,back,0,0,0,0
阵zhèn,"column, row or file of troops",0,0,0,0
草cǎo,"grass, straw, thatch, herbs",0,0,0,0
脚jiǎo,"leg, foot",0,0,0,0
概gài,"generally, approximately",0,0,0,0
恶è,"evil, wicked, bad, foul",0,0,0,0
块kuài,"piece, lump",0,0,0,0
顿dùn,"pause, stop",0,0,0,0
敢gǎn,"to dare, venture",0,0,0,0
守shǒu,"defend, protect, guard, conserve",0,0,0,0
酒jiǔ,"wine, spirits, liquor, alcoholic beverage",0,0,0,0
岛dǎo,island,0,0,0,0
托tuō,to hold up with palm,0,0,0,0
央yāng,"center, conclude, run out",0,0,0,0
户hù,door,0,0,0,0
烈liè,"fiery, violent, vehement, ardent",0,0,0,0
洋yáng,"ocean, sea",0,0,0,0
哥gē,elder brother,0,0,0,0
索suǒ,"large rope, cable",0,0,0,0
胡hú,"recklessly, foolishly",0,0,0,0
款kuǎn,"item, article",0,0,0,0
靠kào,"lean on, trust, depend on",0,0,0,0
评píng,"appraise, criticize, evaluate",0,0,0,0
版bǎn,printing blocks,0,0,0,0
宝bǎo,"treasure, jewel",0,0,0,0
座zuò,seat,0,0,0,0
释shì,"interprete, elucidate",0,0,0,0
景jǐng,"scenery, view",0,0,0,0
顾gù,look back,0,0,0,0
弟dì,young brother,0,0,0,0
登dēng,"rise, mount, board, climb",0,0,0,0
货huò,"goods, commodities, products",0,0,0,0
互hù,"mutually, reciprocally",0,0,0,0
付fù,"give, deliver, pay, hand over",0,0,0,0
伯bó,,0,0,0,0
慢màn,"slow(ly), leisurely, sluggish",0,0,0,0
欧ōu,translit.: Europe,0,0,0,0
换huàn,change,0,0,0,0
闻wén,hear,0,0,0,0
危wēi,"dangerous, precarious",0,0,0,0
忙máng,"busy, pressed for time",0,0,0,0
核hé,"seed, kernel, core, nut",0,0,0,0
暗àn,dark,0,0,0,0
姐jiě,"elder sister, young lady",0,0,0,0
介jiè,"forerunner, herald, harbinger",0,0,0,0
坏huài,"rotten, spoilt, bad, broken down",0,0,0,0
讨tǎo,to discuss,0,0,0,0
丽lì,"beautiful, magnificent, elegant",0,0,0,0
良liáng,"good, virtuous, respectable",0,0,0,0
序xù,"series, serial order, sequence",0,0,0,0
升shēng,"arise, go up",0,0,0,0
监jiān,"supervise, control, direct",0,0,0,0
临lín,"draw near, approach",0,0,0,0
亮liàng,"bright, brilliant, radiant, light",0,0,0,0
露lù,dew,0,0,0,0
永yǒng,"long, perpetual, eternal, forever",0,0,0,0
呼hū,"breathe sigh, exhale",0,0,0,0
味wèi,"taste, smell, odor",0,0,0,0
野yě,"open country, field",0,0,0,0
架jià,"rack, stand, prop",0,0,0,0
域yù,"district, region, boundary",0,0,0,0
沙shā,"sand, gravel, pebbles",0,0,0,0
掉diào,"turn, move",0,0,0,0
括kuò,"include, embrace, enclose",0,0,0,0
舰jiàn,warship,0,0,0,0
鱼yú,fish,0,0,0,0
杂zá,"mixed, blended",0,0,0,0
误wù,"err, make mistake",0,0,0,0
湾wān,"bay, cove, inlet, bend of stream",0,0,0,0
吉jí,"lucky, propitious, good",0,0,0,0
减jiǎn,"decrease, subtract, diminish",0,0,0,0
编biān,"knit, weave",0,0,0,0
楚chǔ,name of feudal state,0,0,0,0
肯kěn,willing,0,0,0,0
测cè,"measure, estimate, conjecture",0,0,0,0
败bài,"be defeated, decline, fail",0,0,0,0
屋wū,house,0,0,0,0
跑pǎo,"run, flee, leave in hurry",0,0,0,0
梦mèng,dream,0,0,0,0
散sàn,"scatter, disperse, break up",0,0,0,0
温wēn,lukewarm,0,0,0,0
困kùn,"to surround, beseige",0,0,0,0
剑jiàn,"sword, dagger, saber",0,0,0,0
渐jiàn,gradually,0,0,0,0
封fēng,"letter, envelope",0,0,0,0
救jiù,"save, rescue, relieve",0,0,0,0
贵guì,"expensive, costly, valuable",0,0,0,0
枪qiāng,"spear, lance",0,0,0,0
缺quē,"be short of, lack",0,0,0,0
楼lóu,building of two or more stories,0,0,0,0
县xiàn,"county, district, subdivision",0,0,0,0
尚shàng,"still, yet",0,0,0,0
毫háo,fine hair,0,0,0,0
移yí,"change place, shift",0,0,0,0
娘niáng,mother,0,0,0,0
朋péng,"friend, pal, acquaintance",0,0,0,0
画huà,"a painting, picture, drawing",0,0,0,0
班bān,"class, group, grade",0,0,0,0
智zhì,"wisdom, knowledge, intelligence",0,0,0,0
亦yì,"also, too",0,0,0,0
耳ěr,ear,0,0,0,0
恩ēn,"kindness, mercy, charity",0,0,0,0
短duǎn,short,0,0,0,0
掌zhǎng,"palm of hand, sole of foot, paw",0,0,0,0
恐kǒng,fear,0,0,0,0
遗yí,lose,0,0,0,0
固gù,"to become solid, solidify",0,0,0,0
席xí,seat,0,0,0,0
松sōng,pine tree,0,0,0,0
秘mì,"secret, mysterious, abstruse",0,0,0,0
谢xiè,thank,0,0,0,0
鲁lǔ,"foolish, stupid, rash",0,0,0,0
遇yù,"meet, come across, encounter",0,0,0,0
康kāng,"peaceful, quiet",0,0,0,0
虑lǜ,"be concerned, worry about",0,0,0,0
幸xìng,"luck(ily), favor, fortunately",0,0,0,0
均jūn,"equal, even, fair",0,0,0,0
销xiāo,"melt, fuse",0,0,0,0
钟zhōng,clock,0,0,0,0
诗shī,poetry,0,0,0,0
藏cáng,"hide, conceal",0,0,0,0
赶gǎn,"pursue, follow",0,0,0,0
剧jù,"theatrical plays, opera, drama",0,0,0,0
票piào,slip of paper or bamboo,0,0,0,0
损sǔn,diminish,0,0,0,0
忽hū,"suddenly, abruptly",0,0,0,0
巨jù,"large, great, enormous",0,0,0,0
炮pào,"large gun, cannon",0,0,0,0
旧jiù,"old, ancient",0,0,0,0
端duān,"end, extreme",0,0,0,0
探tàn,"find, locate",0,0,0,0
湖hú,a lake,0,0,0,0
录lù,"copy, write down, record",0,0,0,0
叶yè,"to harmonize, to rhyme",0,0,0,0
春chūn,spring,0,0,0,0
乡xiāng,country,0,0,0,0
附fù,"adhere to, append",0,0,0,0
吸xī,"inhale, suck in",0,0,0,0
予yǔ,"I, me",0,0,0,0
礼lǐ,social custom,0,0,0,0
港gǎng,"port, harbor",0,0,0,0
雨yǔ,rain,0,0,0,0
呀ya,particle used to express surprise or mild emphasis,0,0,0,0
板bǎn,"plank, board",0,0,0,0
庭tíng,courtyard,0,0,0,0
妇fù,married women,0,0,0,0
归guī,return,0,0,0,0
睛jīng,eyeball,0,0,0,0
饭fàn,cooked rice,0,0,0,0
额é,forehead,0,0,0,0
含hán,hold in mouth,0,0,0,0
顺shùn,"obey, submit to, go along with",0,0,0,0
输shū,"transport, carry, haul",0,0,0,0
摇yáo,"wag, swing, wave",0,0,0,0
招zhāo,"beckon, summon",0,0,0,0
婚hūn,get married,0,0,0,0
脱tuō,take off,0,0,0,0
补bǔ,"mend, patch, fix, repair, restore",0,0,0,0
谓wèi,"say, tell",0,0,0,0
督dū,"supervise, oversee, direct",0,0,0,0
毒dú,"poison, venom",0,0,0,0
油yóu,"oil, fat, grease, lard",0,0,0,0
疗liáo,"be healed, cured, recover",0,0,0,0
旅lǚ,"trip, journey",0,0,0,0
泽zé,"marsh, swamp",0,0,0,0
材cái,"material, stuff",0,0,0,0
灭miè,extinguish,0,0,0,0
逐zhú,"chase, expel",0,0,0,0
莫mò,"do not, is not, can not",0,0,0,0
笔bǐ,writing brush,0,0,0,0
亡wáng,"death, destroyed",0,0,0,0
鲜xiān,fresh,0,0,0,0
词cí,words,0,0,0,0
圣shèng,"holy, sacred",0,0,0,0
择zé,"select, choose, pick out",0,0,0,0
寻xún,"seek, search, look for",0,0,0,0
厂chǎng,"factory, workshop",0,0,0,0
睡shuì,"sleep, doze",0,0,0,0
博bó,"gamble, play games",0,0,0,0
勒lēi,"strangle, tighten",0,0,0,0
烟yān,"smoke, soot",0,0,0,0
授shòu,"give to, transmit",0,0,0,0
诺nuò,promise,0,0,0,0
伦lún,normal human relationships,0,0,0,0
岸àn,"bank, shore",0,0,0,0
奥ào,"mysterious, obscure, profound",0,0,0,0
唐táng,Tang dynasty,0,0,0,0
卖mài,sell,0,0,0,0
俄é,"sudden(ly), soon",0,0,0,0
炸zhà,to fry in oil,0,0,0,0
载zài,load,0,0,0,0
洛luò,river in Shanxi province,0,0,0,0
健jiàn,"strong, robust, healthy",0,0,0,0
堂táng,hall,0,0,0,0
旁páng,side,0,0,0,0
宫gōng,palace,0,0,0,0
喝hē,drink,0,0,0,0
借jiè,borrow,0,0,0,0
君jūn,"sovereign, monarch, ruler, chief, prince",0,0,0,0
禁jìn,"restrict, prohibit, forbid",0,0,0,0
阴yīn,,0,0,0,0
园yuán,garden,0,0,0,0
谋móu,"plan, scheme",0,0,0,0
宋sòng,Song dynasty,0,0,0,0
避bì,avoid,0,0,0,0
抓zhuā,scratch,0,0,0,0
荣róng,"glory, honor",0,0,0,0
姑gū,,0,0,0,0
孙sūn,"grandchild, descendent",0,0,0,0
逃táo,"escape, flee",0,0,0,0
牙yá,"tooth, molars, teeth",0,0,0,0
束shù,"bind, control, restrain",0,0,0,0
跳tiào,"jump, leap, vault, bounce",0,0,0,0
顶dǐng,"top, summit, peak",0,0,0,0
玉yù,"jade, precious stone, gem",0,0,0,0
镇zhèn,"town, market place",0,0,0,0
雪xuě,snow,0,0,0,0
午wǔ,noon,0,0,0,0
练liàn,"to practice, drill, exercise, train",0,0,0,0
迫pò,"coerce, force, compel",0,0,0,0
爷yé,"father, grandfather",0,0,0,0
篇piān,"chapter, section, essay, article",0,0,0,0
肉ròu,flesh,0,0,0,0
嘴zuǐ,"mouth, lips",0,0,0,0
馆guǎn,public building,0,0,0,0
遍biàn,"everywhere, all over, throughout",0,0,0,0
凡fán,"all, any, every",0,0,0,0
础chǔ,"foundation stone, plinth",0,0,0,0
洞dòng,"cave, grotto",0,0,0,0
卷juǎn,scroll,0,0,0,0
坦tǎn,"flat, smooth",0,0,0,0
牛niú,"cow, ox, bull",0,0,0,0
宁níng,"calm, peaceful, serene",0,0,0,0
纸zhǐ,paper,0,0,0,0
诸zhū,"various, all, these",0,0,0,0
训xùn,"teach, instruct",0,0,0,0
私sī,"private, personal",0,0,0,0
庄zhuāng,"village, hamlet",0,0,0,0
祖zǔ,"ancestor, forefather",0,0,0,0
丝sī,silk,0,0,0,0
翻fān,"flip over, upset, capsize",0,0,0,0
暴bào,"violent, brutal, tyrannical",0,0,0,0
森sēn,forest,0,0,0,0
塔tǎ,"tower, spire, tall building",0,0,0,0
默mò,silent,0,0,0,0
握wò,"grasp, hold fast, take by hand",0,0,0,0
戏xì,"theatrical play, show",0,0,0,0
隐yǐn,"hide, conceal",0,0,0,0
熟shú,well-cooked,0,0,0,0
骨gǔ,bone,0,0,0,0
访fǎng,visit,0,0,0,0
弱ruò,weak,0,0,0,0
蒙méng,cover,0,0,0,0
歌gē,"song, lyrics",0,0,0,0
店diàn,"shop, store",0,0,0,0
鬼guǐ,ghost,0,0,0,0
软ruǎn,"soft, flexible, pliable",0,0,0,0
典diǎn,"law, canon",0,0,0,0
欲yù,"desire, want, long for",0,0,0,0
萨sà,Buddhist gods or immortals,0,0,0,0
伙huǒ,"companion, colleague",0,0,0,0
遭zāo,"come across, meet with, encounter",0,0,0,0
盘pán,"tray, plate, dish",0,0,0,0
爸bà,"father, papa",0,0,0,0
扩kuò,"expand, enlarge, stretch",0,0,0,0
盖gài,"cover, hide, protect",0,0,0,0
弄nòng,"do, play or fiddle with",0,0,0,0
雄xióng,male of species,0,0,0,0
稳wěn,"stable, firm, solid, steady",0,0,0,0
忘wàng,forget,0,0,0,0
亿yì,hundred million,0,0,0,0
刺cì,stab,0,0,0,0
拥yōng,"embrace, hug, squeeze",0,0,0,0
徒tú,"disciple, follower",0,0,0,0
姆mǔ,,0,0,0,0
杨yáng,"willow, poplar, aspen",0,0,0,0
齐qí,"even, uniform, of equal length",0,0,0,0
赛sài,"compete, contend",0,0,0,0
趣qù,,0,0,0,0
曲qū,"crooked, bent",0,0,0,0
刀dāo,knife,0,0,0,0
床chuáng,"bed, couch",0,0,0,0
迎yíng,"receive, welcome, greet",0,0,0,0
冰bīng,ice,0,0,0,0
虚xū,FALSE,0,0,0,0
玩wán,"play with, joke, enjoy",0,0,0,0
析xī,split wood,0,0,0,0
窗chuāng,window,0,0,0,0
醒xǐng,wake up,0,0,0,0
妻qī,wife,0,0,0,0
透tòu,"penetrate, pass through",0,0,0,0
购gòu,"buy, purchase",0,0,0,0
替tì,"change, replace, substitute for",0,0,0,0
塞sāi,"stop up, block, seal, cork",0,0,0,0
努nǔ,"to exert, strive, make an effort",0,0,0,0
休xiū,"rest, stop",0,0,0,0
虎hǔ,tiger,0,0,0,0
扬yáng,"scatter, spread",0,0,0,0
途tú,"way, road, path, journey",0,0,0,0
侵qīn,"invade, encroach upon, raid",0,0,0,0
刑xíng,"punishment, penalty",0,0,0,0
绿lǜ,green,0,0,0,0
兄xiōng,elder brother,0,0,0,0
迅xùn,"quick, hasty, rapid, sudden",0,0,0,0
套tào,"case, cover, wrapper, envelope",0,0,0,0
贸mào,"trade, barter",0,0,0,0
毕bì,"end, finish, conclude",0,0,0,0
唯wéi,only,0,0,0,0
谷gǔ,"valley, gorge, ravine",0,0,0,0
轮lún,wheel,0,0,0,0
库kù,"armory, treasury, storehouse",0,0,0,0
迹jī,"traces, impressions, footprints",0,0,0,0
尤yóu,"especially, particularly",0,0,0,0
竞jìng,"contend, vie, compete",0,0,0,0
街jiē,"street, road, thoroughfare",0,0,0,0
促cù,"urge, press, hurry",0,0,0,0
延yán,"delay, postpone, defer",0,0,0,0
震zhèn,"shake, quake, tremor",0,0,0,0
弃qì,"reject, abandon, discard",0,0,0,0
甲jiǎ,"armor, shell",0,0,0,0
伟wěi,"great, robust",0,0,0,0
麻má,"hemp, jute, flax",0,0,0,0
川chuān,"stream, river",0,0,0,0
申shēn,"to state to a superior, report",0,0,0,0
缓huǎn,"slow, leisurely",0,0,0,0
潜qián,hide,0,0,0,0
闪shǎn,flash,0,0,0,0
售shòu,sell,0,0,0,0
灯dēng,"lantern, lamp",0,0,0,0
针zhēn,needle,0,0,0,0
哲zhé,"wise, sagacious",0,0,0,0
络luò,"enmesh, wrap around",0,0,0,0
抵dǐ,"resist, oppose",0,0,0,0
朱zhū,"cinnabar, vermilion",0,0,0,0
埃āi,"fine dust, dirt",0,0,0,0
抱bào,"embrace, hold in arms, enfold",0,0,0,0
鼓gǔ,drum,0,0,0,0
植zhí,"plant, trees, plants",0,0,0,0
纯chún,"pure, clean, simple",0,0,0,0
夏xià,summer,0,0,0,0
忍rěn,"endure, bear, suffer",0,0,0,0
页yè,"page, sheet, leaf",0,0,0,0
杰jié,hero,0,0,0,0
筑zhù,ancient lute,0,0,0,0
折zhé,"break off, snap",0,0,0,0
郑zhèng,,0,0,0,0
贝bèi,sea shell,0,0,0,0
尊zūn,"respect, revere, venerate",0,0,0,0
吴wú,name of warring state,0,0,0,0
秀xiù,ear of grain,0,0,0,0
混hùn,"to mix, blend, mingle",0,0,0,0
臣chén,"minister, statesman, official",0,0,0,0
雅yǎ,"elegant, graceful, refined",0,0,0,0
振zhèn,"raise, excite, arouse action",0,0,0,0
染rǎn,dye,0,0,0,0
盛shèng,"abundant, flourishing",0,0,0,0
怒nù,"anger, rage, passion",0,0,0,0
舞wǔ,"dance, posture, prance",0,0,0,0
圆yuán,circle,0,0,0,0
搞gǎo,"to clear, clarify",0,0,0,0
狂kuáng,"insane, mad",0,0,0,0
措cuò,place,0,0,0,0
姓xìng,,0,0,0,0
残cán,"injure, spoil",0,0,0,0
秋qiū,"autumn, fall",0,0,0,0
培péi,bank up with dirt,0,0,0,0
迷mí,"bewitch, charm, infatuate",0,0,0,0
诚chéng,"sincere, honest",0,0,0,0
宽kuān,"broad, wide",0,0,0,0
宇yǔ,house,0,0,0,0
猛měng,"violent, savage, cruel",0,0,0,0
摆bǎi,"put, place",0,0,0,0
梅méi,plums,0,0,0,0
毁huǐ,destroy,0,0,0,0
伸shēn,"extend, stretch out, open up",0,0,0,0
摩mó,"rub, scour, grind",0,0,0,0
盟méng,swear,0,0,0,0
末mò,"final, last, end",0,0,0,0
乃nǎi,then,0,0,0,0
悲bēi,"sorrow, grief",0,0,0,0
拍pāi,"clap, tap, beat",0,0,0,0
丁dīng,male adult,0,0,0,0
赵zhào,surname,0,0,0,0
硬yìng,"hard, firm, strong",0,0,0,0
麦mài,"wheat, barley, oats",0,0,0,0
蒋jiǎng,surname,0,0,0,0
操cāo,"conduct, run, control, manage",0,0,0,0
耶yé,used in transliteration,0,0,0,0
阻zǔ,"impede, hinder, obstruct",0,0,0,0
订dìng,draw up agreement,0,0,0,0
彩cǎi,"hue, color",0,0,0,0
抽chōu,"draw out, pull out",0,0,0,0
赞zàn,"help, support, assist, aid",0,0,0,0
魔mó,"demon, evil spirits",0,0,0,0
纷fēn,"in disorder, scattered, tangled",0,0,0,0
沿yán,"follow a course, go along",0,0,0,0
喊hǎn,"shout, call out, yell",0,0,0,0
违wéi,"disobey, violate, defy",0,0,0,0
妹mèi,younger sister,0,0,0,0
浪làng,wave,0,0,0,0
汇huì,concourse,0,0,0,0
币bì,"currency, coins, legal tender",0,0,0,0
丰fēng,"abundant, lush, bountiful, plenty",0,0,0,0
蓝lán,blue,0,0,0,0
殊shū,"different, special, unusual",0,0,0,0
献xiàn,"offer, present",0,0,0,0
桌zhuō,"table, desk, stand",0,0,0,0
啦la,final particle of assertion,0,0,0,0
瓦wǎ,tile,0,0,0,0
莱lái,"goosefoot, weed",0,0,0,0
援yuán,"aid, assist",0,0,0,0
译yì,translate,0,0,0,0
夺duó,"take by force, rob, snatch",0,0,0,0
汽qì,"steam, vapor, gas",0,0,0,0
烧shāo,burn,0,0,0,0
距jù,,0,0,0,0
裁cái,cut out,0,0,0,0
偏piān,inclined one side,0,0,0,0
符fú,"i.d. tag, tally, symbol, charm",0,0,0,0
勇yǒng,"brave, courageous, fierce",0,0,0,0
触chù,"butt, ram, gore",0,0,0,0
课kè,lesson,0,0,0,0
敬jìng,"respect, honor",0,0,0,0
哭kū,"weep, cry, wail",0,0,0,0
懂dǒng,"understand, comprehend",0,0,0,0
墙qiáng,wall,0,0,0,0
袭xí,"raid, attack",0,0,0,0
召zhào,imperial decree,0,0,0,0
罚fá,"penalty, fine",0,0,0,0
侠xiá,chivalrous person,0,0,0,0
厅tīng,"hall, central room",0,0,0,0
拜bài,"do obeisance, bow, kowtow",0,0,0,0
巧qiǎo,"skillful, ingenious, clever",0,0,0,0
侧cè,side,0,0,0,0
韩hán,fence,0,0,0,0
冒mào,"risk, brave, dare",0,0,0,0
债zhài,"debt, loan, liabilities",0,0,0,0
曼màn,"long, extended, vast",0,0,0,0
融róng,"melt, fuse",0,0,0,0
惯guàn,"habit, custom",0,0,0,0
享xiǎng,enjoy,0,0,0,0
戴dài,wear on top,0,0,0,0
童tóng,"child, boy, servant boy",0,0,0,0
犹yóu,"like, similar to, just like, as",0,0,0,0
乘chéng,"ride, ascend",0,0,0,0
挂guà,"hang, suspend",0,0,0,0
奖jiǎng,"prize, reward",0,0,0,0
绍shào,"continue, carry on",0,0,0,0
厚hòu,thick,0,0,0,0
纵zòng,"indulge in, give free reign to",0,0,0,0
障zhàng,separate,0,0,0,0
讯xùn,inquire,0,0,0,0
涉shè,"ford stream, wade across",0,0,0,0
彻chè,"penetrate, pervade",0,0,0,0
刊kān,"publication, periodical",0,0,0,0
丈zhàng,unit of length equal 3.3 meters,0,0,0,0
爆bào,"crackle, pop, burst, explode",0,0,0,0
乌wū,"crow, rook, raven",0,0,0,0
役yì,service,0,0,0,0
描miáo,"copy, trace, sketch",0,0,0,0
洗xǐ,"wash, rinse",0,0,0,0
玛mǎ,agate,0,0,0,0
患huàn,"suffer, worry about",0,0,0,0
妙miào,"mysterious, subtle",0,0,0,0
镜jìng,mirror,0,0,0,0
唱chàng,"sing, chant, call",0,0,0,0
烦fán,"bother, vex, trouble",0,0,0,0
签qiān,"sign, endorse",0,0,0,0
仙xiān,"Taoist super-being, transcendent, immortal",0,0,0,0
彼bǐ,"that, there, those",0,0,0,0
弗fú,"not, negative",0,0,0,0
症zhèng,"disease, illness, ailment",0,0,0,0
仿fǎng,"imitate, copy",0,0,0,0
倾qīng,"upset, pour out, overflow",0,0,0,0
牌pái,"signboard, placard",0,0,0,0
陷xiàn,"submerge, sink, plunge",0,0,0,0
鸟niǎo,bird,0,0,0,0
轰hōng,"rumble, explosion, blast",0,0,0,0
咱zán,"we, us",0,0,0,0
菜cài,vegetables,0,0,0,0
闭bì,"shut, close",0,0,0,0
奋fèn,"strive, exert effort",0,0,0,0
庆qìng,"congratulate, celebrate",0,0,0,0
撤chè,omit,0,0,0,0
泪lèi,tears,0,0,0,0
茶chá,tea,0,0,0,0
疾jí,"illness, disease, sickness",0,0,0,0
缘yuán,"hem, margin",0,0,0,0
播bō,"sow, spread",0,0,0,0
朗lǎng,"clear, bright",0,0,0,0
杜dù,"stop, prevent",0,0,0,0
奶nǎi,,0,0,0,0
季jì,quarter of year,0,0,0,0
丹dān,cinnabar (native HgS),0,0,0,0
狗gǒu,"dog, canis familiaris",0,0,0,0
尾wěi,"tail, extremity",0,0,0,0
仪yí,"ceremony, rites gifts",0,0,0,0
偷tōu,"to steal, burglar, thief",0,0,0,0
奔bēn,"run fast, flee",0,0,0,0
珠zhū,"precious stone, gem, jewel, pearl",0,0,0,0
虫chóng,"insects, worms",0,0,0,0
驻zhù,"to be stationed at, reside at",0,0,0,0
孔kǒng,"opening, hole, orifice",0,0,0,0
宜yí,"suitable, right, fitting, proper",0,0,0,0
艾ài,"artemisia, mugwort",0,0,0,0
桥qiáo,bridge,0,0,0,0
淡dàn,"weak, watery",0,0,0,0
翼yì,wings,0,0,0,0
恨hèn,"hatred, dislike",0,0,0,0
繁fán,"complicated, complex, difficult",0,0,0,0
寒hán,"cold, wintry, chilly",0,0,0,0
伴bàn,"companion, comrade, partner",0,0,0,0
叹tàn,"sigh, admire",0,0,0,0
旦dàn,dawn,0,0,0,0
愈yù,"more and more, even more",0,0,0,0
潮cháo,tide,0,0,0,0
粮liáng,"food, grain, provisions",0,0,0,0
缩suō,"contract, draw in, reduce",0,0,0,0
罢bà,"cease, finish, stop",0,0,0,0
聚jù,"assemble, meet together, collect",0,0,0,0
径jìng,narrow path,0,0,0,0
恰qià,"just, exactly, precisely",0,0,0,0
挑tiāo,a load carried on the shoulders,0,0,0,0
袋dài,"pocket, bag, sack, pouch",0,0,0,0
灰huī,ashes,0,0,0,0
捕bǔ,"arrest, catch, seize",0,0,0,0
徐xú,"slowly, quietly, calmly",0,0,0,0
珍zhēn,"precious, valuable, rare",0,0,0,0
幕mù,"curtain, screen, tent",0,0,0,0
映yìng,project,0,0,0,0
裂liè,"split, crack, break open",0,0,0,0
泰tài,"great, exalted, superior",0,0,0,0
隔gé,"separate, partition",0,0,0,0
启qǐ,open,0,0,0,0
尖jiān,"sharp, pointed, acute, keen",0,0,0,0
忠zhōng,"loyalty, devotion, fidelity",0,0,0,0
累lèi,tired,0,0,0,0
炎yán,"flame, blaze",0,0,0,0
暂zàn,temporary,0,0,0,0
